1227262.3___AWSD01000208
451515.3___NC_007793
1156995.3___AIVH01000003
1156994.3___AIVG01000003
1158683.3___AIXC01000002
869816.3___CP002114
1156999.3___AIVL01000006
451516.9___NC_010079
1157003.3___AIVP01000007
1157001.3___AIVN01000009
1157000.3___AIVM01000004
1156996.3___AIVI01000001
451515.3___NC_007793
1156995.3___AIVH01000003
1156994.3___AIVG01000003
1158683.3___AIXC01000002
869816.3___CP002114
1157000.3___AIVM01000004
1156996.3___AIVI01000001
451516.9___NC_010079
1157003.3___AIVP01000007
1157001.3___AIVN01000009
1156999.3___AIVL01000006
451515.3___NC_007793
1156995.3___AIVH01000003
1156994.3___AIVG01000003
1158683.3___AIXC01000002
869816.3___CP002114
451516.9___NC_010079
1157003.3___AIVP01000007
1157001.3___AIVN01000009
451515.3___NC_007793
1156995.3___AIVH01000003
1157000.3___AIVM01000004
1156999.3___AIVL01000006
1156996.3___AIVI01000001
1156994.3___AIVG01000003
1158683.3___AIXC01000002
869816.3___CP002114
1157002.3___AIVO01000005
451516.9___NC_010079
1157003.3___AIVP01000007
1157001.3___AIVN01000009
451515.3___NC_007793
1156995.3___AIVH01000003
1157000.3___AIVM01000004
1156999.3___AIVL01000006
1156996.3___AIVI01000001
1156994.3___AIVG01000003
1158683.3___AIXC01000002
869816.3___CP002114
1158511.3___AJCD01000012
1157004.3___AIVQ01000013
1157011.3___AIVX01000009
1213721.3___ANZZ01000006
1158686.3___AIXF01000010
1158509.3___AJCB01000007
1158523.3___AJCP01000010
1303781.3___AQFZ01000016
1158469.3___AIYO01000011
1158462.3___AIYH01000007
1213723.3___AOAB01000006
1158528.3___AJCU01000007
1157039.3___AIWZ01000006
1157008.3___AJCA01000004
1158511.3___AJCD01000012
1157004.3___AIVQ01000014
1158696.3___AIXP01000012
1157004.3___AIVQ01000015
1158511.3___AJCD01000012
1158696.3___AIXP01000012
1157004.3___AIVQ01000016
1158511.3___AJCD01000019
553588.3___NZ_ACKJ01000023
553580.3___NZ_ADJK01000019
553577.3___NZ_ADJJ01000021
1303787.3___AQGF01000022
1303782.3___AQGA01000011
1303781.3___AQFZ01000019
1224924.3___ANZO01000015
1214901.3___ANZY01000012
1213733.3___AOAL01000010
1213723.3___AOAB01000008
1213721.3___ANZZ01000010
1169265.3___AOAX01000015
1158703.3___AIXW01000004
1158701.3___AIXU01000021
1158699.3___AIXS01000024
1158698.3___AIXR01000024
1158694.3___AIXN01000020
1158693.3___AIXM01000022
1158686.3___AIXF01000018
1158685.3___AIXE01000023
1158538.3___AJDE01000021
1158536.3___AJDC01000013
1158523.3___AJCP01000017
1158522.3___AJCO01000037
1158514.3___AJCG01000016
1158511.3___AJCD01000019
1158509.3___AJCB01000013
1158505.3___AJBW01000012
1158472.3___AIYR01000019
1158470.3___AIYP01000027
1158469.3___AIYO01000017
1158463.3___AIYI01000026
1158462.3___AIYH01000013
1157034.3___AIWU01000046
1157015.3___AIWB01000026
1157012.3___AIVY01000026
1157011.3___AIVX01000016
1157007.3___AIVT01000022
1157004.3___AIVQ01000017
553568.3___NZ_ACKE01000029
1224927.3___ANZR01000011
1224920.3___ANZK01000016
1213722.3___AOAA01000017
1169261.3___AOAT01000008
1169256.3___AOAO01000006
1158689.3___AIXI01000011
1158528.3___AJCU01000014
1158520.3___AJCM01000008
1157020.3___AIWG01000009
1157008.3___AJCA01000014
1224919.3___ANZJ01000019
1157009.3___AIVV01000013
1213726.3___AOAE01000023
1169270.3___AOBC01000004
1158500.3___AJBR01000011
1157010.3___AIVW01000001
1158504.3___AJBV01000002
1157013.3___AIVZ01000010
1157021.3___AIWH01000019
1158464.3___AIYJ01000008
1169256.3___AOAO01000006
1158520.3___AJCM01000008
1158689.3___AIXI01000011
1158472.3___AIYR01000019
1158469.3___AIYO01000017
1303787.3___AQGF01000022
1157024.3___AIWK01000009
1157027.3___AIWN01000011
1158521.3___AJCN01000004
1213732.3___AOAK01000007
1158515.3___AJCH01000006
359787.11___NC_009632
359786.13___NC_009487
1158480.3___AIYZ01000011
1158525.3___AJCR01000004
1157031.3___AIWR01000011
1213732.3___AOAK01000007
1158518.3___AJCK01000002
1158515.3___AJCH01000006
553580.3___NZ_ADJK01000006
1303782.3___AQGA01000009
1224925.3___ANZP01000019
1214901.3___ANZY01000008
1213733.3___AOAL01000006
1169256.3___AOAO01000006
1158700.3___AIXT01000005
1158696.3___AIXP01000012
1158536.3___AJDC01000004
1158499.3___AJBQ01000005
1158464.3___AIYJ01000005
359787.11___NC_009632
359786.13___NC_009487
1158490.3___AIZJ01000003
931458.3___AHVT01000008
1158709.3___AIYC01000016
1158487.3___AIZG01000008
1157005.3___AIVR01000002
1158468.3___AIYN01000012
931440.3___AHVG01000012
553568.3___NZ_ACKE01000030
1303787.3___AQGF01000016
1224930.3___ANZU01000006
1224926.3___ANZQ01000004
1169258.3___AOAQ01000003
1158537.3___AJDD01000006
1158510.3___AJCC01000007
1158480.3___AIYZ01000011
1158473.3___AIYS01000007
553565.3___NZ_ACKC01000014
931434.3___AHVE01000004
1157007.3___AIVT01000008
1158710.3___AIYD01000006
1158507.3___AJBY01000015
1157009.3___AIVV01000007
1158511.3___AJCD01000012
1157033.3___AIWT01000005
1158509.3___AJCB01000007
1158533.3___AJCZ01000004
1158520.3___AJCM01000020
1158505.3___AJBW01000009
1303781.3___AQFZ01000016
1158469.3___AIYO01000011
1158462.3___AIYH01000007
1213723.3___AOAB01000006
1158528.3___AJCU01000007
1224929.3___ANZT01000007
1213721.3___ANZZ01000006
1157039.3___AIWZ01000006
1157011.3___AIVX01000009
1158686.3___AIXF01000010
1158523.3___AJCP01000010
1169265.3___AOAX01000005
1157015.3___AIWB01000008
1157008.3___AJCA01000004
931446.3___AHVF01000007
1157039.3___AIWZ01000006
1158683.3___AIXC01000002
451516.9___NC_010079
1157003.3___AIVP01000007
1157001.3___AIVN01000009
451515.3___NC_007793
1156995.3___AIVH01000003
1157000.3___AIVM01000004
1156999.3___AIVL01000006
1156996.3___AIVI01000001
1156994.3___AIVG01000003
869816.3___CP002114
1213721.3___ANZZ01000007
1158685.3___AIXE01000016
1158469.3___AIYO01000011
1213723.3___AOAB01000007
1303781.3___AQFZ01000016
1158499.3___AJBQ01000005
1213732.3___AOAK01000007
1158687.3___AIXG01000017
1158515.3___AJCH01000006
1158492.3___AIZL01000011
1158467.3___AIYM01000009
1213733.3___AOAL01000006
1158518.3___AJCK01000002
1303782.3___AQGA01000009
1157038.3___AIWY01000007
1158483.3___AIZC01000008
1157039.3___AIWZ01000006
1158689.3___AIXI01000010
1158689.3___AIXI01000011
1169256.3___AOAO01000006
1158520.3___AJCM01000008
1158472.3___AIYR01000019
1158469.3___AIYO01000017
1303787.3___AQGF01000022
1158690.3___AIXJ01000005
1158470.3___AIYP01000017
1158692.3___AIXL01000013
1158697.3___AIXQ01000008
1157013.3___AIVZ01000010
931458.3___AHVT01000008
553580.3___NZ_ADJK01000006
553577.3___NZ_ADJJ01000005
1303787.3___AQGF01000016
1224932.3___ANZW01000006
1224926.3___ANZQ01000004
1214901.3___ANZY01000008
1169256.3___AOAO01000006
1158700.3___AIXT01000005
1158696.3___AIXP01000012
1158536.3___AJDC01000004
1158527.3___AJCT01000021
1158499.3___AJBQ01000005
1158490.3___AIZJ01000003
1158480.3___AIYZ01000011
1158473.3___AIYS01000007
1158464.3___AIYJ01000005
1157005.3___AIVR01000002
931440.3___AHVG01000012
931439.3___AHVX01000024
553568.3___NZ_ACKE01000030
359787.11___NC_009632
359786.13___NC_009487
1213732.3___AOAK01000007
1213727.3___AOAF01000004
1169258.3___AOAQ01000003
1158710.3___AIYD01000006
1158537.3___AJDD01000006
1158518.3___AJCK01000002
1158515.3___AJCH01000006
1158510.3___AJCC01000007
553565.3___NZ_ACKC01000014
1303782.3___AQGA01000009
1224925.3___ANZP01000019
1213733.3___AOAL01000006
1169276.3___AOBI01000007
1158709.3___AIYC01000016
1158487.3___AIZG01000008
1157031.3___AIWR01000011
931434.3___AHVE01000004
1224930.3___ANZU01000006
1169263.3___AOAV01000005
1157012.3___AIVY01000013
1158468.3___AIYN01000012
1157007.3___AIVT01000008
1303780.3___AQFY01000015
1158511.3___AJCD01000012
1158694.3___AIXN01000010
1158507.3___AJBY01000015
1157009.3___AIVV01000007
1157033.3___AIWT01000005
1158509.3___AJCB01000007
1158520.3___AJCM01000020
1158505.3___AJBW01000009
1224929.3___ANZT01000007
1169275.3___AOBH01000006
1303781.3___AQFZ01000016
1158525.3___AJCR01000004
1158469.3___AIYO01000011
1158462.3___AIYH01000007
1158533.3___AJCZ01000004
1213723.3___AOAB01000006
1158528.3___AJCU01000007
1157039.3___AIWZ01000006
1213721.3___ANZZ01000006
1158686.3___AIXF01000010
1157011.3___AIVX01000009
1158523.3___AJCP01000010
1169265.3___AOAX01000005
1157017.3___AIWD01000006
1157015.3___AIWB01000008
1157008.3___AJCA01000004
931446.3___AHVF01000007
1158697.3___AIXQ01000011
1158688.3___AIXH01000006
1158703.3___AIXW01000004
1169256.3___AOAO01000006
1158520.3___AJCM01000008
1158689.3___AIXI01000011
1158472.3___AIYR01000019
1158469.3___AIYO01000017
1303787.3___AQGF01000022
1224932.3___ANZW01000014
1169263.3___AOAV01000011
1158706.3___AIXZ01000012
1158702.3___AIXV01000010
1169275.3___AOBH01000013
1158506.3___AJBX01000013
1158527.3___AJCT01000010
1158707.3___AIYA01000014
1213728.3___AOAG01000010
1158530.3___AJCW01000023
931449.3___AHVN01000007
931433.3___AHKD01000008
1158508.3___AJBZ01000017
1158709.3___AIYC01000021
1169260.3___AOAS01000012
1213724.3___AOAC01000006
1158712.3___AIYF01000006
1169266.3___AOAY01000006
1158471.3___AIYQ01000007
1303784.3___AQGC01000009
1213734.3___AOAM01000006
1213732.3___AOAK01000007
1158518.3___AJCK01000002
1158515.3___AJCH01000006
931458.3___AHVT01000008
553580.3___NZ_ADJK01000006
553577.3___NZ_ADJJ01000005
1303787.3___AQGF01000016
1303782.3___AQGA01000009
1224932.3___ANZW01000006
1224930.3___ANZU01000006
1224926.3___ANZQ01000004
1224925.3___ANZP01000019
1214901.3___ANZY01000008
1213733.3___AOAL01000006
1169276.3___AOBI01000007
1169275.3___AOBH01000006
1169256.3___AOAO01000006
1158700.3___AIXT01000005
1158696.3___AIXP01000012
1158695.3___AIXO01000004
1158694.3___AIXN01000010
1158536.3___AJDC01000004
1158527.3___AJCT01000021
1158507.3___AJBY01000015
1158499.3___AJBQ01000005
1158490.3___AIZJ01000003
1158480.3___AIYZ01000011
1158473.3___AIYS01000007
1158464.3___AIYJ01000005
1157031.3___AIWR01000011
1157005.3___AIVR01000002
931440.3___AHVG01000012
931439.3___AHVX01000024
553568.3___NZ_ACKE01000030
359787.11___NC_009632
359786.13___NC_009487
1213727.3___AOAF01000004
1169258.3___AOAQ01000003
1158537.3___AJDD01000006
1158510.3___AJCC01000007
1157033.3___AIWT01000005
931434.3___AHVE01000004
553565.3___NZ_ACKC01000014
1158709.3___AIYC01000016
1158487.3___AIZG01000008
1158476.3___AIYV01000017
1158509.3___AJCB01000007
1158468.3___AIYN01000012
1169263.3___AOAV01000005
1158474.3___AIYT01000010
1157013.3___AIVZ01000010
1157012.3___AIVY01000013
1158697.3___AIXQ01000008
1158520.3___AJCM01000020
1158505.3___AJBW01000009
1158710.3___AIYD01000006
1158493.3___AIZM01000006
1158475.3___AIYU01000016
1157007.3___AIVT01000008
1303781.3___AQFZ01000016
1158525.3___AJCR01000004
1158469.3___AIYO01000011
1158462.3___AIYH01000007
1303780.3___AQFY01000015
1158496.3___AIZP01000003
1224920.3___ANZK01000010
1213723.3___AOAB01000006
1213722.3___AOAA01000010
1158528.3___AJCU01000007
1158511.3___AJCD01000012
1157004.3___AIVQ01000013
1157009.3___AIVV01000007
1213721.3___ANZZ01000006
1158686.3___AIXF01000010
1157039.3___AIWZ01000006
1157011.3___AIVX01000009
1169260.3___AOAS01000007
1158533.3___AJCZ01000004
1158523.3___AJCP01000010
1224929.3___ANZT01000007
1169265.3___AOAX01000005
1157015.3___AIWB01000008
1157008.3___AJCA01000004
1157017.3___AIWD01000006
931446.3___AHVF01000007
1303784.3___AQGC01000010
1158712.3___AIYF01000011
1158690.3___AIXJ01000010
1158688.3___AIXH01000006
1157039.3___AIWZ01000006
1157038.3___AIWY01000007
553588.3___NZ_ACKJ01000047
1213733.3___AOAL01000006
1158518.3___AJCK01000002
1158513.3___AJCF01000007
1158478.3___AIYX01000014
1158471.3___AIYQ01000013
1303782.3___AQGA01000009
1158697.3___AIXQ01000011
1158493.3___AIZM01000013
553596.3___NZ_ACKL01000009
1213732.3___AOAK01000007
1158687.3___AIXG01000017
1158526.3___AJCS01000016
1158515.3___AJCH01000006
1158492.3___AIZL01000011
1158476.3___AIYV01000006
1158467.3___AIYM01000009
1158483.3___AIZC01000008
1116217.3___AHBN01000026
1158464.3___AIYJ01000008
1157021.3___AIWH01000019
1169256.3___AOAO01000006
1158520.3___AJCM01000008
1158689.3___AIXI01000011
1158472.3___AIYR01000019
1158469.3___AIYO01000017
1303787.3___AQGF01000022
1158467.3___AIYM01000002
1158468.3___AIYN01000017
1158469.3___AIYO01000017
1169256.3___AOAO01000006
1158520.3___AJCM01000008
1158689.3___AIXI01000011
1158472.3___AIYR01000019
1303787.3___AQGF01000022
1158471.3___AIYQ01000007
1303784.3___AQGC01000009
1213732.3___AOAK01000007
1158518.3___AJCK01000002
1158515.3___AJCH01000006
931458.3___AHVT01000008
553580.3___NZ_ADJK01000006
553577.3___NZ_ADJJ01000005
1303787.3___AQGF01000016
1303782.3___AQGA01000009
1224932.3___ANZW01000006
1224930.3___ANZU01000006
1224926.3___ANZQ01000004
1224925.3___ANZP01000019
1214901.3___ANZY01000008
1213733.3___AOAL01000006
1169276.3___AOBI01000007
1169256.3___AOAO01000006
1158700.3___AIXT01000005
1158696.3___AIXP01000012
1158695.3___AIXO01000004
1158694.3___AIXN01000010
1158536.3___AJDC01000004
1158527.3___AJCT01000021
1158507.3___AJBY01000015
1158499.3___AJBQ01000005
1158490.3___AIZJ01000003
1158480.3___AIYZ01000011
1158473.3___AIYS01000007
1158464.3___AIYJ01000005
1157031.3___AIWR01000011
1157005.3___AIVR01000002
931440.3___AHVG01000012
931439.3___AHVX01000024
553568.3___NZ_ACKE01000030
359787.11___NC_009632
359786.13___NC_009487
1213727.3___AOAF01000004
1169258.3___AOAQ01000003
1158537.3___AJDD01000006
1158510.3___AJCC01000007
1157033.3___AIWT01000005
931434.3___AHVE01000004
553565.3___NZ_ACKC01000014
1213724.3___AOAC01000006
1158712.3___AIYF01000006
1158709.3___AIYC01000016
1158487.3___AIZG01000008
1158476.3___AIYV01000017
1158509.3___AJCB01000007
1158468.3___AIYN01000012
1169263.3___AOAV01000005
1158474.3___AIYT01000010
1157013.3___AIVZ01000010
1157012.3___AIVY01000013
1158697.3___AIXQ01000008
1158520.3___AJCM01000020
1158505.3___AJBW01000009
1169266.3___AOAY01000006
1158710.3___AIYD01000006
1158493.3___AIZM01000006
1158475.3___AIYU01000016
1157007.3___AIVT01000008
1303781.3___AQFZ01000016
1158525.3___AJCR01000004
1158469.3___AIYO01000011
1158462.3___AIYH01000007
1303780.3___AQFY01000015
1158496.3___AIZP01000003
1224920.3___ANZK01000010
1213723.3___AOAB01000006
1213722.3___AOAA01000010
1158528.3___AJCU01000007
1158511.3___AJCD01000012
1157004.3___AIVQ01000013
1213734.3___AOAM01000006
1157009.3___AIVV01000007
1169275.3___AOBH01000006
1213721.3___ANZZ01000006
1158686.3___AIXF01000010
1157039.3___AIWZ01000006
1157011.3___AIVX01000009
1169260.3___AOAS01000007
1158533.3___AJCZ01000004
1158523.3___AJCP01000010
1224929.3___ANZT01000007
1169265.3___AOAX01000005
1157015.3___AIWB01000008
1157008.3___AJCA01000004
1157017.3___AIWD01000006
931446.3___AHVF01000007
1158471.3___AIYQ01000013
1303784.3___AQGC01000010
1158697.3___AIXQ01000011
1213733.3___AOAL01000006
1158688.3___AIXH01000006
1158478.3___AIYX01000014
553588.3___NZ_ACKJ01000047
1158526.3___AJCS01000016
1158518.3___AJCK01000002
1157038.3___AIWY01000007
1303782.3___AQGA01000009
1158690.3___AIXJ01000010
1158492.3___AIZL01000011
1158476.3___AIYV01000006
1213732.3___AOAK01000007
1158515.3___AJCH01000006
1158467.3___AIYM01000009
1158472.3___AIYR01000017
1158472.3___AIYR01000019
1169256.3___AOAO01000006
1158520.3___AJCM01000008
1158689.3___AIXI01000011
1158469.3___AIYO01000017
1303787.3___AQGF01000022
553596.3___NZ_ACKL01000009
553588.3___NZ_ACKJ01000047
1303784.3___AQGC01000010
1303782.3___AQGA01000009
1213733.3___AOAL01000006
1213732.3___AOAK01000007
1169262.3___AOAU01000011
1158712.3___AIYF01000011
1158697.3___AIXQ01000011
1158690.3___AIXJ01000010
1158688.3___AIXH01000006
1158687.3___AIXG01000017
1158518.3___AJCK01000002
1158515.3___AJCH01000006
1158513.3___AJCF01000007
1158492.3___AIZL01000011
1158483.3___AIZC01000008
1158478.3___AIYX01000014
1158476.3___AIYV01000006
1158474.3___AIYT01000003
1158471.3___AIYQ01000013
1158467.3___AIYM01000009
1157039.3___AIWZ01000009
1157039.3___AIWZ01000007
1157039.3___AIWZ01000006
1157038.3___AIWY01000007
1158526.3___AJCS01000016
1158493.3___AIZM01000013
1116217.3___AHBN01000026
1158487.3___AIZG01000009
1158474.3___AIYT01000004
1158493.3___AIZM01000014
1158478.3___AIYX01000002
1158474.3___AIYT01000010
1158710.3___AIYD01000006
1213732.3___AOAK01000007
1158518.3___AJCK01000002
1158515.3___AJCH01000006
1157013.3___AIVZ01000010
931458.3___AHVT01000008
553580.3___NZ_ADJK01000006
553577.3___NZ_ADJJ01000005
1303787.3___AQGF01000016
1303782.3___AQGA01000009
1224932.3___ANZW01000006
1224926.3___ANZQ01000004
1224925.3___ANZP01000019
1214901.3___ANZY01000008
1213733.3___AOAL01000006
1169276.3___AOBI01000007
1169256.3___AOAO01000006
1158700.3___AIXT01000005
1158697.3___AIXQ01000008
1158696.3___AIXP01000012
1158695.3___AIXO01000004
1158536.3___AJDC01000004
1158527.3___AJCT01000021
1158499.3___AJBQ01000005
1158490.3___AIZJ01000003
1158480.3___AIYZ01000011
1158473.3___AIYS01000007
1158464.3___AIYJ01000005
1157031.3___AIWR01000011
1157005.3___AIVR01000002
931440.3___AHVG01000012
931439.3___AHVX01000024
553568.3___NZ_ACKE01000030
359787.11___NC_009632
359786.13___NC_009487
1213727.3___AOAF01000004
1169258.3___AOAQ01000003
1158537.3___AJDD01000006
1158510.3___AJCC01000007
931434.3___AHVE01000004
553565.3___NZ_ACKC01000014
1158709.3___AIYC01000016
1158487.3___AIZG01000008
1158468.3___AIYN01000012
1224930.3___ANZU01000006
1169263.3___AOAV01000005
1157012.3___AIVY01000013
1169266.3___AOAY01000006
1157007.3___AIVT01000008
1303780.3___AQFY01000015
1158511.3___AJCD01000012
1157004.3___AIVQ01000013
1158694.3___AIXN01000010
1158507.3___AJBY01000015
1157009.3___AIVV01000007
1157033.3___AIWT01000005
1158509.3___AJCB01000007
1158533.3___AJCZ01000004
1158520.3___AJCM01000020
1158505.3___AJBW01000009
1157039.3___AIWZ01000006
1224929.3___ANZT01000007
1169275.3___AOBH01000006
1158475.3___AIYU01000016
1303781.3___AQFZ01000016
1158525.3___AJCR01000004
1158469.3___AIYO01000011
1158462.3___AIYH01000007
1213723.3___AOAB01000006
1158528.3___AJCU01000007
1213721.3___ANZZ01000006
1158686.3___AIXF01000010
1157011.3___AIVX01000009
1158523.3___AJCP01000010
1169265.3___AOAX01000005
1157017.3___AIWD01000006
1157015.3___AIWB01000008
1157008.3___AJCA01000004
931446.3___AHVF01000007
1158476.3___AIYV01000017
1303784.3___AQGC01000009
1213732.3___AOAK01000007
1158518.3___AJCK01000002
1158515.3___AJCH01000006
931458.3___AHVT01000008
553580.3___NZ_ADJK01000006
553577.3___NZ_ADJJ01000005
1303787.3___AQGF01000016
1303782.3___AQGA01000009
1224932.3___ANZW01000006
1224930.3___ANZU01000006
1224926.3___ANZQ01000004
1224925.3___ANZP01000019
1214901.3___ANZY01000008
1213733.3___AOAL01000006
1169276.3___AOBI01000007
1169256.3___AOAO01000006
1158700.3___AIXT01000005
1158696.3___AIXP01000012
1158695.3___AIXO01000004
1158694.3___AIXN01000010
1158536.3___AJDC01000004
1158527.3___AJCT01000021
1158507.3___AJBY01000015
1158499.3___AJBQ01000005
1158490.3___AIZJ01000003
1158480.3___AIYZ01000011
1158473.3___AIYS01000007
1158464.3___AIYJ01000005
1157031.3___AIWR01000011
1157005.3___AIVR01000002
931440.3___AHVG01000012
931439.3___AHVX01000024
553568.3___NZ_ACKE01000030
359787.11___NC_009632
359786.13___NC_009487
1213727.3___AOAF01000004
1169258.3___AOAQ01000003
1158537.3___AJDD01000006
1158510.3___AJCC01000007
1158471.3___AIYQ01000007
1157033.3___AIWT01000005
931434.3___AHVE01000004
553565.3___NZ_ACKC01000014
1303780.3___AQFY01000015
1158709.3___AIYC01000016
1158487.3___AIZG01000008
1158509.3___AJCB01000007
1158468.3___AIYN01000012
1169263.3___AOAV01000005
1158474.3___AIYT01000010
1157013.3___AIVZ01000010
1157012.3___AIVY01000013
1158697.3___AIXQ01000008
1158520.3___AJCM01000020
1158505.3___AJBW01000009
1169266.3___AOAY01000006
1158710.3___AIYD01000006
1158493.3___AIZM01000006
1158475.3___AIYU01000016
1157007.3___AIVT01000008
1303781.3___AQFZ01000016
1158525.3___AJCR01000004
1158469.3___AIYO01000011
1158462.3___AIYH01000007
1213724.3___AOAC01000006
1158712.3___AIYF01000006
1224920.3___ANZK01000010
1213723.3___AOAB01000006
1213722.3___AOAA01000010
1158528.3___AJCU01000007
1158511.3___AJCD01000012
1157004.3___AIVQ01000013
1158496.3___AIZP01000003
1157009.3___AIVV01000007
1213721.3___ANZZ01000006
1158686.3___AIXF01000010
1157039.3___AIWZ01000006
1157011.3___AIVX01000009
1169260.3___AOAS01000007
1158533.3___AJCZ01000004
1213734.3___AOAM01000006
1158523.3___AJCP01000010
1224929.3___ANZT01000007
1169275.3___AOBH01000006
1169265.3___AOAX01000005
1157015.3___AIWB01000008
1157008.3___AJCA01000004
1157017.3___AIWD01000006
931446.3___AHVF01000007
1158493.3___AIZM01000014
1158478.3___AIYX01000002
1158474.3___AIYT01000004
553596.3___NZ_ACKL01000009
553588.3___NZ_ACKJ01000047
1303784.3___AQGC01000010
1303782.3___AQGA01000009
1213733.3___AOAL01000006
1213732.3___AOAK01000007
1169262.3___AOAU01000011
1158712.3___AIYF01000011
1158697.3___AIXQ01000011
1158690.3___AIXJ01000010
1158688.3___AIXH01000006
1158687.3___AIXG01000017
1158518.3___AJCK01000002
1158515.3___AJCH01000006
1158513.3___AJCF01000007
1158492.3___AIZL01000011
1158483.3___AIZC01000008
1158479.3___AIYY01000012
1158478.3___AIYX01000014
1158476.3___AIYV01000006
1158474.3___AIYT01000003
1158471.3___AIYQ01000013
1158467.3___AIYM01000009
1157039.3___AIWZ01000009
1157039.3___AIWZ01000007
1157039.3___AIWZ01000006
1157038.3___AIWY01000007
1158526.3___AJCS01000016
1158493.3___AIZM01000013
1116217.3___AHBN01000026
1158487.3___AIZG01000009
1158480.3___AIYZ01000011
1158525.3___AJCR01000004
1158521.3___AJCN01000004
1213732.3___AOAK01000007
1158515.3___AJCH01000006
359787.11___NC_009632
359786.13___NC_009487
1157027.3___AIWN01000011
1158481.3___AIZA01000012
1158487.3___AIZG01000008
1213732.3___AOAK01000007
1158515.3___AJCH01000006
1158490.3___AIZJ01000003
1158518.3___AJCK01000002
1224925.3___ANZP01000019
1213733.3___AOAL01000006
1158468.3___AIYN01000012
1303782.3___AQGA01000009
1157039.3___AIWZ01000006
1158487.3___AIZG01000015
1158490.3___AIZJ01000006
1158493.3___AIZM01000013
553588.3___NZ_ACKJ01000047
1213733.3___AOAL01000006
1158518.3___AJCK01000002
1158513.3___AJCF01000007
1158478.3___AIYX01000014
1158471.3___AIYQ01000013
1303784.3___AQGC01000010
1303782.3___AQGA01000009
1158690.3___AIXJ01000010
1158688.3___AIXH01000006
1157039.3___AIWZ01000006
1157038.3___AIWY01000007
553596.3___NZ_ACKL01000009
1213732.3___AOAK01000007
1158687.3___AIXG01000017
1158515.3___AJCH01000006
1158492.3___AIZL01000011
1158467.3___AIYM01000009
1158697.3___AIXQ01000011
1158483.3___AIZC01000008
1158526.3___AJCS01000016
1158476.3___AIYV01000006
1158493.3___AIZM01000014
1224932.3___ANZW01000014
1169263.3___AOAV01000011
1158706.3___AIXZ01000012
1158702.3___AIXV01000010
1169275.3___AOBH01000013
1158506.3___AJBX01000013
1213727.3___AOAF01000013
1158527.3___AJCT01000010
